#assembly_accession	genome_size	thermo_class	IR Counts	IR Density
GCF_025143325.1	4284518	Mesophiles	320	74.6875144415311
GCF_031884875.1	4603068	Mesophiles	647	140.55842755310155
GCF_001635955.1	6097988	Mesophiles	1660	272.2209358234224
GCF_025264645.1	5662239	Mesophiles	273	48.21414285055788
GCF_002499975.2	4314189	Mesophiles	315	73.01488182367532
GCF_003704285.1	8170775	Mesophiles	951	116.39042808056763
GCF_000219875.1	3124048	Thermophiles	207	66.26018550291161
GCA_012534935.1	4100930	Mesophiles	712	173.6191546795483
GCF_008807735.1	5585953	Mesophiles	1451	259.75871977440556
GCF_001273775.1	4589485	Mesophiles	232	50.55033407887813
GCF_001620265.1	4987611	Mesophiles	428	85.81262652600614
GCF_003049605.2	4822805	Mesophiles	565	117.15174053273977
GCF_016107705.1	5978437	Mesophiles	918	153.55183971998034
GCF_009191525.1	8596045	Mesophiles	1001	116.4489017914634
GCF_009363835.1	4230919	Mesophiles	732	173.01205719135726
GCA_028541125.1	3468246	Mesophiles	640	184.53131640604502
GCF_000299335.2	4168427	Mesophiles	465	111.5528711429995
GCF_014844655.1	3256546	Mesophiles	461	141.56102815682627
GCF_003860545.1	2538787	Mesophiles	142	55.93222275047099
GCF_019884805.1	2194207	Thermophiles	284	129.4317263594547
GCF_022430545.2	5522624	Mesophiles	262	47.44121634932959
GCF_020906095.1	4762339	Mesophiles	234	49.135519331992114
GCF_000022025.1	4980870	Mesophiles	525	105.40327292220034
GCF_029011415.1	2457448	Mesophiles	284	115.56704353459361
GCF_034025975.1	2571919	Mesophiles	262	101.8694601190784
GCF_000166695.1	2802443	Thermophiles	196	69.9389782414843
GCF_029910255.1	3877239	Mesophiles	492	126.8944215200559
GCF_001717955.1	5322941	Mesophiles	446	83.7882666743817
GCF_009730135.1	2372192	Mesophiles	336	141.64114877716474
GCF_020525785.1	5944214	Mesophiles	695	116.92042042900879
GCF_000022325.1	2931662	Thermophiles	235	80.15930895171408
GCF_008370165.1	2818957	Mesophiles	289	102.52018743102502
GCF_009387795.1	5242749	Mesophiles	627	119.59374747866053
GCF_000025725.1	3222077	Mesophiles	105	32.587675589379145
GCF_032850045.1	2530908	Thermophiles	196	77.44256211604689
GCF_023008365.1	3200718	Mesophiles	226	70.60915707038234
GCF_019469325.1	1934772	Mesophiles	254	131.28161871269586
GCF_000064305.2	2860382	Psychrophiles	409	142.98789462386492
GCF_004103615.1	4810226	Mesophiles	664	138.03925220977143
GCF_001908475.1	3740896	Mesophiles	635	169.74542997185702
GCF_904848165.1	3696886	Mesophiles	256	69.24746935664233
GCF_035985545.1	4458487	Mesophiles	708	158.79826497195126
GCF_025502545.1	4175500	Mesophiles	735	176.0268231349539
GCF_028743735.1	3436047	Mesophiles	838	243.88490611449728
GCF_001547735.1	1816670	Thermophiles	67	36.880666274006835
GCF_007724625.1	9002241	Mesophiles	1031	114.52703832301313
GCF_000018025.1	5517674	Psychrophiles	715	129.58358902682542
GCF_013085785.1	5147209	Mesophiles	923	179.32048222638716
GCF_010669045.1	5687871	Mesophiles	1480	260.2028069905242
GCF_017809215.1	5198760	Mesophiles	739	142.14928175180236
GCF_001028625.1	2885033	Mesophiles	141	48.872924503809834
GCF_022700935.1	4215560	Mesophiles	746	176.96344020723225
GCA_016859435.1	2521481	Mesophiles	243	96.37193379605081
GCF_031583125.1	4860943	Mesophiles	335	68.91666904960621
GCF_009176645.1	4476585	Mesophiles	520	116.15997462351324
GCA_026874145.1	5905361	Mesophiles	1539	260.61065530117463
GCF_001975705.1	5259072	Mesophiles	514	97.7358743139474
GCF_000018325.1	3123558	Mesophiles	425	136.06278481142337
GCF_016026675.1	3375486	Mesophiles	805	238.48417679705975
GCF_000217835.1	3073079	Thermophiles	414	134.71830694882885
GCF_019464335.1	4173431	Mesophiles	732	175.3952563250716
GCF_021398325.1	2591267	Mesophiles	278	107.28342544400094
GCF_025149285.1	6931886	Mesophiles	391	56.406005522883675
GCF_000178975.2	5503984	Mesophiles	356	64.68042058261797
GCF_033413615.1	4185259	Mesophiles	732	174.8995701341303
GCF_017909135.1	4323543	Mesophiles	936	216.48911552400426
GCF_016807685.1	3781168	Mesophiles	648	171.37561726958444
GCF_015291705.1	9865973	Mesophiles	994	100.7503263996364
GCF_002749675.1	847967	Mesophiles	165	194.58304391562407
GCF_001886615.1	3543891	Mesophiles	550	155.19664684946574
GCF_004087915.1	2997552	Mesophiles	178	59.38178887305374
GCF_905315035.2	4123859	Mesophiles	735	178.2311179892426
GCF_000833025.1	4064534	Mesophiles	828	203.71339002207878
GCF_022846395.1	3850765	Thermophiles	530	137.6349894111949
GCF_008693925.1	2289305	Mesophiles	138	60.280303410860505
GCF_019974155.1	2170470	Thermophiles	261	120.2504526669339
GCF_001705075.2	3302271	Mesophiles	186	56.32487460901907
GCF_026104335.1	3299321	Thermophiles	404	122.44943732361901
GCF_030122765.1	5679319	Mesophiles	298	52.47107971924099
GCF_016917795.1	5821889	Mesophiles	1610	276.5425448681691
GCF_029536955.1	4617060	Mesophiles	731	158.3258610457737
GCF_016865235.1	4812204	Mesophiles	598	124.26738351075723
GCA_028541385.1	3523337	Mesophiles	651	184.76801963593036
GCF_000341395.1	4023512	Mesophiles	177	43.9914184423956
GCF_002269365.1	5303895	Mesophiles	558	105.20570260157865
GCF_013341435.1	2636688	Mesophiles	336	127.43259725837869
GCF_021460055.1	816741	Mesophiles	145	177.53486111264158
GCF_028541585.1	3981853	Mesophiles	726	182.32717280120588
GCF_001559115.2	2647556	Mesophiles	216	81.58467658474457
GCA_034190855.1	5761776	Mesophiles	384	66.64611744712047
GCF_025272815.1	2491837	Mesophiles	288	115.57738327185928
GCF_008086545.1	1370182	Mesophiles	639	466.36140308367794
GCF_016065415.1	4215646	Mesophiles	746	176.95983011856308
GCF_025140155.1	4730960	Mesophiles	508	107.37778379018212
GCF_000196495.1	4655660	Psychrophiles	941	202.11957058719923
GCF_905318255.2	4275379	Mesophiles	749	175.1891469738706
GCA_001889625.1	4108293	Mesophiles	697	169.65683801033666
GCA_001020725.3	4814266	Mesophiles	417	86.61756537756742
GCF_963675325.1	4435247	Mesophiles	267	60.19957851276378
GCF_013366555.2	5234636	Mesophiles	628	119.97013736962799
GCF_003966695.1	3793195	Mesophiles	439	115.73357024882718
GCF_025035865.1	5338291	Mesophiles	1448	271.2478581628465
GCF_905315055.2	4001615	Mesophiles	730	182.42634536305965
GCA_028540405.1	3093577	Mesophiles	575	185.86897950172244
GCF_029541585.1	3057045	Mesophiles	716	234.21310448488654
GCF_020525705.1	6047783	Mesophiles	656	108.46950031110573
GCA_030014025.1	2251807	Mesophiles	344	152.76620065574002
GCF_000091545.1	2116056	Thermophiles	278	131.37648531040767
GCF_900478015.1	3273517	Mesophiles	755	230.63879002308525
GCF_030643765.1	4299632	Mesophiles	750	174.43353291630538
GCF_019329545.1	2745603	Mesophiles	279	101.61702183454783
GCF_025558665.1	2484775	Mesophiles	240	96.58822227364651
GCF_015999385.1	6244801	Mesophiles	633	101.36431889502964
GCF_003351545.1	2397276	Mesophiles	482	201.0615381791667
GCF_030408735.1	3147058	Mesophiles	283	89.92525717670281
GCF_029718685.1	6236453	Mesophiles	624	100.05687527830322
GCF_009662475.1	3415726	Mesophiles	166	48.59874591814449
GCF_034262375.1	7552305	Mesophiles	650	86.06643931885696
GCF_002557795.1	5279921	Mesophiles	446	84.47096083445187
GCF_001542775.1	3689726	Mesophiles	430	116.53981894590547
GCA_000214705.1	3601386	Thermophiles	217	60.25457976456842
GCF_021513115.1	2521740	Mesophiles	279	110.63789288348521
GCF_900474585.1	2472120	Mesophiles	195	78.87966603562934
GCF_005952805.1	4084412	Mesophiles	353	86.42614897811484
GCF_001999225.1	4594697	Mesophiles	646	140.59686634396132
GCF_004564075.1	2919864	Mesophiles	285	97.60728581879157
GCF_021462285.1	5147822	Mesophiles	603	117.13691732153909
GCF_001938685.1	3735181	Mesophiles	589	157.6898147639967
GCF_029678005.1	1011470	Mesophiles	238	235.30109642401652
GCF_001579765.1	3571229	Mesophiles	910	254.81423901967642
GCF_001831495.1	3861670	Mesophiles	532	137.7642315371329
GCA_003612955.1	5468285	Mesophiles	1515	277.05212877529243
GCF_023650435.1	4260552	Mesophiles	466	109.37549876166281
GCF_025138865.1	4251935	Mesophiles	535	125.82506552898856
GCF_002243665.1	3742258	Thermophiles	355	94.8625134878461
GCF_000242595.2	3285855	Mesophiles	226	68.77966313181805
GCF_006740705.1	3754174	Mesophiles	252	67.12528508268397
GCF_009650335.1	4746782	Mesophiles	953	200.76759370874836
GCF_016724825.1	3342828	Thermophiles	437	130.72763540331718
GCF_001648135.1	5036631	Mesophiles	1251	248.38031612798318
GCA_003816015.1	2764180	Mesophiles	256	92.61336092439711
GCF_022313415.2	5238176	Mesophiles	627	119.69815447209105
GCF_023521615.1	4145998	Mesophiles	728	175.59101572166702
GCF_014171495.1	8824362	Mesophiles	923	104.59679691290997
GCF_000177235.2	4681672	Mesophiles	721	154.00480853848796
GCF_001677395.1	3171081	Mesophiles	430	135.60044666156432
GCF_024509915.1	4023811	Thermophiles	558	138.67450533834716
GCF_025140295.1	4668291	Mesophiles	228	48.84014299879763
GCF_000510285.1	6000087	Mesophiles	442	73.6655985154882
GCF_028735875.1	4064600	Mesophiles	497	122.27525463760271
GCF_000025945.1	3659634	Psychrophiles	312	85.25442708205247
GCF_029537175.1	3853736	Mesophiles	658	170.74340328450106
GCF_000236685.1	3590853	Mesophiles	190	52.91221890731812
GCF_017569325.2	7187928	Mesophiles	567	78.88225925468369
GCA_030020925.1	6157075	Mesophiles	519	84.29327237365145
GCF_003967195.1	3111340	Mesophiles	250	80.35123130226847
GCF_000347635.1	5413691	Psychrophiles	462	85.33918910406966
GCF_001267255.1	2294397	Mesophiles	276	120.29304431621904
GCF_029854435.1	6855582	Mesophiles	480	70.01593737774562
GCF_002849875.1	4867393	Mesophiles	537	110.32599997575704
GCF_002953395.1	5426154	Mesophiles	941	173.4193316297326
GCF_900157305.1	2965660	Thermophiles	203	68.45019321162911
GCF_004101345.1	4133206	Mesophiles	734	177.58611595937876
GCF_030297075.1	4211563	Mesophiles	752	178.55603727167326
GCF_016758865.1	5643968	Mesophiles	711	125.9752004263667
GCF_030297115.1	4475395	Mesophiles	301	67.25663321338116
GCF_003171815.2	4317835	Mesophiles	688	159.33911323614728
GCF_002355415.1	3958814	Mesophiles	400	101.04036208824158
GCF_003345255.1	3059321	Thermophiles	206	67.33520281134278
GCF_010729895.1	5876557	Mesophiles	420	71.47042052004261
GCF_011046975.1	2588344	Mesophiles	284	109.72266437536896
GCF_000212735.1	8771651	Mesophiles	491	55.97577924611912
GCF_030122745.1	4014983	Mesophiles	464	115.56711448093304
GCF_030316075.1	4013440	Mesophiles	407	101.40926487003668
GCF_019330125.1	2732697	Mesophiles	279	102.09693939723284
GCF_002706565.1	3765962	Thermophiles	492	130.64390984295648
GCF_009858215.1	4597807	Mesophiles	656	142.67671522532373
GCF_009932885.2	2396207	Mesophiles	280	116.85134047267202
GCF_001653335.1	4376707	Mesophiles	486	111.04238871827609
GCF_003663745.1	5202546	Mesophiles	310	59.586210290115645
GCF_000338735.1	4061186	Mesophiles	672	165.46890489625446
GCF_003986605.1	4548766	Mesophiles	258	56.71867930775072
GCA_002163815.1	4282516	Mesophiles	709	165.55688291649113
GCF_020906355.1	4796000	Mesophiles	229	47.74812343619683
GCF_900574125.1	4712067	Mesophiles	373	79.15846697425992
GCF_900635785.1	2377048	Mesophiles	350	147.24145242334188
GCF_900604845.1	2479642	Thermophiles	263	106.0636979047782
GCF_009789595.1	6922031	Mesophiles	684	98.81492873984529
GCF_034120055.1	4057055	Mesophiles	399	98.34720012422804
GCF_004102025.1	3988549	Mesophiles	254	63.682306522998715
GCF_003146685.1	6134176	Mesophiles	741	120.79862071124141
GCF_029637165.1	4177304	Mesophiles	732	175.23263808427637
GCA_020524525.2	3874025	Mesophiles	464	119.77207168255238
GCF_003433515.1	3703346	Mesophiles	207	55.895398377575304
GCF_009761735.1	6529994	Mesophiles	571	87.4426530866644
GCF_001746575.1	4010416	Mesophiles	701	174.79483425160882
GCF_001721685.1	3582268	Mesophiles	392	109.42788200101165
GCF_030011555.1	3950658	Mesophiles	697	176.4263067063765
GCF_001042715.1	4207037	Mesophiles	568	135.01188603760795
GCF_000706685.1	2866963	Mesophiles	349	121.73160239598488
GCF_014211895.1	3936186	Mesophiles	470	119.40492649483535
GCF_001761365.1	3809314	Mesophiles	610	160.1338193701018
GCF_026000375.1	3403863	Mesophiles	447	131.32138396874376
GCF_029632585.1	5053894	Mesophiles	430	85.08290834750393
GCF_036419775.1	2666890	Mesophiles	299	112.1156103176359
GCF_036324525.1	5313587	Mesophiles	532	100.12069059940112
GCF_020717785.1	5502567	Mesophiles	952	173.01016053053056
GCF_029873355.1	5086279	Mesophiles	1327	260.8979963545059
GCF_030122845.1	5289572	Mesophiles	396	74.86428013457422
GCF_022869565.1	2594997	Mesophiles	309	119.07528216795626
GCF_003590565.1	5377387	Mesophiles	770	143.1922232861425
GCF_025792455.1	3367025	Thermophiles	436	129.49116801924546
GCF_034030455.1	2944074	Mesophiles	366	124.31752734476103
GCF_900637835.1	2697831	Mesophiles	295	109.34710143074196
GCF_022811925.1	5576412	Mesophiles	729	130.7292215854926
GCF_905315715.2	4224542	Mesophiles	755	178.71759826272293
GCF_003149515.1	5027597	Psychrophiles	579	115.16436182136317
GCF_000830885.1	1362151	Mesophiles	120	88.09595999268804
GCF_905315685.2	4169376	Mesophiles	728	174.60646389291827
GCF_025558645.1	2469183	Mesophiles	233	94.36319624750372
GCF_015775755.1	9201039	Mesophiles	459	49.88567052047057
GCF_015277775.1	9532094	Mesophiles	234	24.54864586941757
GCF_901538265.1	10135216	Mesophiles	978	96.49523009672413
GCF_019443305.1	3666784	Thermophiles	536	146.17714051332175
GCF_000021565.1	1983966	Thermophiles	59	29.738412855865473
GCF_009738535.1	1677515	Mesophiles	231	137.70368670324856
GCF_030020875.1	5443711	Mesophiles	651	119.58753872128774
GCF_010731715.1	6210822	Mesophiles	359	57.80233276690267
GCF_001029145.1	8509249	Mesophiles	1002	117.75422249366542
GCF_029282725.1	5457931	Mesophiles	1487	272.4475630051021
GCF_016415705.1	5391123	Mesophiles	649	120.38308159543011
GCA_018972125.1	4619372	Mesophiles	675	146.12375881396866
GCF_023499275.1	2106259	Mesophiles	360	170.91915096861308
GCF_001544015.1	3817036	Thermophiles	257	67.32972914062115
GCF_001703495.1	4214812	Mesophiles	740	175.57129475763094
GCF_002892265.1	4109120	Mesophiles	287	69.84463826804766
GCF_018141085.1	6049096	Mesophiles	1527	252.43441334043962
GCF_019355135.1	3755290	Mesophiles	627	166.96446878936115
GCF_023278505.1	5403323	Mesophiles	335	61.9988847603595
GCA_029762355.1	3970985	Mesophiles	685	172.50128116827437
GCF_900240075.1	2488173	Mesophiles	309	124.18750625458921
GCF_008365255.1	4575791	Mesophiles	720	157.34984399418593
GCF_016237985.1	5259511	Mesophiles	652	123.96589720983567
GCF_000010125.1	2577899	Mesophiles	326	126.45957037106574
GCF_003812505.1	2257431	Mesophiles	347	153.71455428759506
GCF_009665145.1	4015360	Mesophiles	737	183.54518648390183
GCF_009901525.1	5500985	Mesophiles	574	104.3449491318373
GCF_019915565.1	5382488	Mesophiles	655	121.6909354930285
GCF_001635915.1	6112892	Mesophiles	1663	272.0479929957866
GCF_009662255.1	4221278	Mesophiles	743	176.0130462859826
GCF_030062115.1	2132017	Mesophiles	274	128.51679888105957
GCF_033802765.1	7402177	Mesophiles	512	69.1688404640959
GCF_002173615.1	4199283	Mesophiles	770	183.3646362962439
GCF_002310495.1	4730447	Mesophiles	306	64.68733293069344
GCF_002056725.1	3547915	Mesophiles	553	155.86619183379534
GCF_002763625.1	2372880	Mesophiles	282	118.84292505310003
GCF_025142855.1	4301151	Mesophiles	303	70.44625961748379
GCF_004101945.1	4110138	Mesophiles	716	174.20339657695192
GCF_028867175.1	3528159	Mesophiles	861	244.03662079855243
GCF_000024025.1	10467782	Mesophiles	977	93.33400332563288
GCF_024752495.1	5682969	Mesophiles	649	114.20086929912868
GCF_003258705.1	5379839	Mesophiles	417	77.51161326575014
GCF_016801775.1	4211149	Mesophiles	210	49.867625201578
GCF_020906435.1	4802111	Mesophiles	229	47.68736082943522
GCF_905319155.2	4256610	Mesophiles	738	173.37740596390086
GCF_028870335.1	4215636	Mesophiles	746	176.9602498887475
GCF_032878855.1	4445134	Mesophiles	771	173.44808952890958
GCF_013343195.2	2830557	Psychrophiles	394	139.19521846760196
GCF_021398545.1	4220637	Mesophiles	747	176.98750212349464
GCF_018734325.1	3673651	Mesophiles	239	65.05789472108265
GCF_019047985.1	5394842	Mesophiles	658	121.96835421686121
GCF_035919665.1	4760091	Mesophiles	668	140.33345160838311
GCF_001941925.1	5324171	Mesophiles	1462	274.59674003708744
GCF_002187935.3	5860012	Mesophiles	666	113.65164439936301
GCF_000024905.1	1848474	Thermophiles	223	120.64005228096256
GCF_001553625.1	2783374	Mesophiles	131	47.06518060454685
GCF_003443835.1	5631032	Mesophiles	698	123.95596402222542
GCF_024204965.1	2503340	Mesophiles	243	97.07031406041528
GCF_001648175.1	4387428	Mesophiles	606	138.12192473585893
GCF_000025645.1	2451061	Thermophiles	290	118.31610881981314
GCF_001878675.1	3917759	Mesophiles	454	115.8825747066116
GCF_006402015.1	9429999	Mesophiles	473	50.15907212715505
GCF_014396585.1	2557483	Mesophiles	117	45.748104679483696
GCF_000145615.1	2785752	Thermophiles	304	109.12672772019907
GCA_000738435.1	3288122	Mesophiles	125	38.01562107488712
GCF_011045675.1	5802791	Mesophiles	573	98.74558639110042
GCF_013347125.1	4933696	Mesophiles	259	52.49614082424211
GCF_030296655.1	3684144	Mesophiles	376	102.05898575082841
GCF_016406625.1	2598183	Mesophiles	280	107.76762067952873
GCA_024759845.1	6866515	Mesophiles	370	53.884685317078606
GCF_031326005.1	4092273	Mesophiles	743	181.5616895549246
GCF_030406205.1	6093846	Mesophiles	1624	266.49836572831015
GCA_016855625.1	2659528	Mesophiles	261	98.13771466215057
GCF_002215535.1	2570371	Mesophiles	270	105.04320193466235
GCF_000504085.1	2169860	Thermophiles	148	68.20716543924493
GCA_036323495.1	3536915	Mesophiles	206	58.2428472270326
GCF_001808235.1	4013819	Mesophiles	730	181.87167881760487
GCF_013341415.1	2647442	Mesophiles	337	127.2926847878065
GCF_026410045.1	4217848	Mesophiles	747	177.10453292769205
GCF_014673475.1	5451105	Mesophiles	779	142.90680513400494
GCF_003665215.1	4353673	Mesophiles	735	168.82296856011004
GCF_003574985.1	5530656	Mesophiles	557	100.71138034981746
GCF_005377625.1	3365583	Mesophiles	675	200.5596058691763
GCF_010729665.1	5940375	Mesophiles	348	58.582160217158005
GCF_012648205.1	4059834	Mesophiles	736	181.28820045351608
GCF_028553805.1	4621331	Mesophiles	256	55.395296290181335
GCF_001902295.1	4512934	Mesophiles	592	131.17851934018978
GCF_003367315.1	3686911	Mesophiles	273	74.04572554097454
GCF_010730745.1	5050576	Mesophiles	417	82.56484012912587
GCF_013347265.1	7132339	Mesophiles	678	95.05997962239316
GCF_016027155.1	3360860	Mesophiles	778	231.48836904839834
GCF_002412045.1	4382816	Mesophiles	289	65.93934128195205
GCF_000504105.1	2165165	Thermophiles	115	53.11373498093679
GCF_024917115.1	4215167	Mesophiles	747	177.21717787219345
GCF_020905835.1	4876932	Mesophiles	234	47.980984766652476
GCF_001042405.1	1704859	Mesophiles	262	153.67839803760899
GCF_001938705.1	3741804	Mesophiles	591	157.94520504013573
GCF_015689015.1	3718493	Mesophiles	646	173.72629180692286
GCF_963677555.1	2753843	Mesophiles	220	79.88835964868005
GCF_015654205.1	4253166	Mesophiles	732	172.10708446366777
GCF_000010305.1	4636964	Mesophiles	307	66.20711310245238
GCF_028541425.1	3684279	Mesophiles	679	184.29657471651848
GCF_013636415.1	6236062	Mesophiles	624	100.06314882693597
GCF_000827125.1	3717645	Mesophiles	216	58.10129799913655
GCF_006401215.1	9262965	Mesophiles	452	48.79647067650585
GCA_000238975.1	1762765	Mesophiles	425	241.09850150190184
GCF_021513075.1	2494613	Mesophiles	264	105.82803825683582
GCF_022760175.1	4040482	Mesophiles	357	88.3557951749321
GCF_001484725.1	4352446	Mesophiles	712	163.58617660046787
GCF_003942025.1	4760779	Psychrophiles	939	197.23662871139365
GCF_021654915.1	5778898	Mesophiles	1531	264.9294034952685
